data_criacao_processo,numero_da_licitacao,modalidade,atividade,situacao_do_processo,sigla_orgao_processo,nome_orgao_processo,objeto,tipo_de_licitacao,numero_do_edital,total_proposto,total_homologado
"2018-07-11 10:51:31",00055/PGE/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","Aquisição de material de Consumo","Menor Preco"," ",20279.2,0
"2018-07-11 09:19:03",00008/SEED/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA EXECUÇÃO DOS SERVIÇOS DE MANUTENÇÃO PREVENTIVA E CORRETIVA, COM INSTALAÇÃO, DESINSTALAÇÃO E REPOSIÇÃO DE PEÇAS NOS APARELHOS DE CLIMATIZAÇÃO DE AR- ESCOLAS DE TEMPO INTEGRAL CONFORME ANEXO.","Menor Preco",035/2019,1895805.12,946328.04
"2018-07-10 16:25:27",00007/SEED/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","Contratação de Empresa Especializada para o Fornecimento e Instalação de 3 (três) Luminárias Solares Fotovoltaicas.","Menor Preco"," ",14997,14997
"2018-07-09 13:01:02",00010/SETEC/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SETEC,"SECRETARIA DE ESTADO DA CIÊNCIA E TECNOLOGIA","PRESTAÇÃO DE SERVIÇOS DE HOTELARIA E FORNECIMENTO DE ALIMENTAÇÃO ","Menor Preco"," ",7860,7860
"2018-07-09 08:38:10",00006/SEMA/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEMA,"SECRETARIA DE ESTADO DO MEIO AMBIENTE","água mineral em garrafões com capacidade de 20 litros ","Menor Preco"," ",3920,3920
"2018-07-04 11:16:37",00004/DGPC/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","Serviços de natureza continuada de limpeza, conservação, higienização e copeiragem para atender a Delegacia Geral de Polícia Civil/AP (DGPC) e suas demais Sedes, localizadas na capital e interior do Estado.","Menor Preco",047/2018,2558042.88,1169625.36
"2018-07-03 11:37:22",00005/SEED/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","Locação de Imóvel para funcionamento do Alojamento de Professores do Ensino Modular da Escola Estadual Osmundo Valente Barreto.","Menor Preco"," ",22480.8,22480.8
"2018-06-29 09:29:41",00005/SEMA/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEMA,"SECRETARIA DE ESTADO DO MEIO AMBIENTE","AQUISIÇÃO DE EQUIPAMENTOS ELETRÔNICOS","Menor Preco",079/2019,640567.24,266822.46
"2018-06-29 09:29:41",00005/SEMA/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,SEMA,"SECRETARIA DE ESTADO DO MEIO AMBIENTE","AQUISIÇÃO DE EQUIPAMENTOS ELETRÔNICOS","Menor Preco",044/2019,640567.24,266822.46
"2018-06-27 12:05:35",00004/FREBOM/2018,INEXIGIBILIDADE,"Concluir com êxito",Concluído,FREBOM,"FUNDO DE REEQUIPAMENTO DO CORPO DE BOMBEIROS","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NOS SERVIÇOS DE TELEFONIA FIXA, PARA AQUISIÇÃO DE UMA LINHA TELEFÔNICA E INSTALAÇÃO A SER UTILIZADA PELO 10º GRUPAMENTO BOMBEIRO MILITAR, COMO TELEFONE TRI DÍGITO (193), NO MUNICÍPIO DE PORTO GRANDE/AP.","Menor Preco"," ",1834.72,1834.72
"2018-06-26 10:24:47",00054/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAIS PERMANENTES (ELETRODOMÉSTICOS E ELETROELETRÔNICOS).","Menor Preco",010/2019,27670823.44,7731097.21
"2018-06-26 10:15:37",00053/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAIS PERMANENTES (MOBILIÁRIOS).","Menor Preco",039/2019,40248917.24,9795253.93
"2018-06-25 17:12:10",00004/SEED/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","Locação de Imóvel para funcionamento de alojamento para Professores do Ensino Modular da Escola Estadual Professor Raimundo Pereira da Silva.","Menor Preco"," ",78792.12,78792.12
"2018-06-25 16:57:00",00003/SEED/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","Locação de Imóvel para funcionamento do alojamento de Professores do Ensino Modular de Sete Ilhas. ","Menor Preco"," ",38438.64,38438.64
"2018-06-25 15:45:08",00002/SEED/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","Locação de Imóvel para funcionamento do Anexo II da Escola Estadual Belmiro Macedo Medina.","Menor Preco"," ",26104.08,26104.08
"2018-06-25 11:26:20",00004/SDC/2018," ","Criar Processo","Em andamento",SDC,"SECRETARIA DE ESTADO DO DESENVOLVIMENTO DAS CIDADES","Contratação Emergencial de Empresa Especializada para a Prestação de Serviços de Agenciamento de Viagens","Menor Preco"," ",0,0
"2018-06-14 18:14:28",00052/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MOBILIÁRIO ESCOLAR","Menor Preco",064/2018,244858514.72,113514147.1
"2018-06-14 17:47:50",00001/SEED/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SEED,"SECRETARIA DE ESTADO DA EDUCAÇÃO","Locação de Imóvel para funcionamento da Escola Estadual Central do Maracá","Menor Preco"," ",28830.72,28830.72
"2018-06-14 10:44:53",00017/SECULT/2018," ","Criar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","LOCAÇÃO DE CAVALOS PARA FESTIVIDADE DE SÃO TIAGO 2018","Menor Preco"," ",0,0
"2018-06-14 09:55:20",00016/SECULT/2018," ","Criar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","REFERENTE A FESTIVIDADE DE SÃO TIAGO 2018 ( AQUISIÇÃO DE PÓLVORAS)","Menor Preco"," ",0,0
"2018-06-14 09:44:46",00015/SECULT/2018," ","Criar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","REFERENTE A FESTIVIDADE DE SÃO TIAGO 2018 ( AQUISIÇÃO DAS CONFECÇÕES DAS ROUPAS E MASCARAS)","Menor Preco"," ",0,0
"2018-06-12 15:20:34",00009/POLITEC/2018,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",POLITEC,"POLÍCIA TÉCNICO-CIENTÍFICA","Renovação da licença de uso de  UFED Touch do Deparamento de Criminalística da POLITEC","Menor Preco"," ",122521.37,0
"2018-06-11 13:54:44",00003/IMAP/2018,"PREGÃO ELETRÔNICO","Criar Processo","Em andamento",IMAP,"INSTITUTO DO MEIO AMBIENTE E DO ORDENAMENTO TERRITORIAL","AQUISIÇÃO DE EQUIPAMENTOS DE PROTEÇÃO INDIVIDUAL - EPIs.","Menor Preco"," ",0,0
"2018-06-05 10:38:38",00003/SDC/2018,"PREGÃO ELETRÔNICO","Criar Processo","Em andamento",SDC,"SECRETARIA DE ESTADO DO DESENVOLVIMENTO DAS CIDADES","Aquisição de MATERIAL DE CONSUMO TIPO GÊNERO ALIMENTÍCIOS E DE COPA E COZINHA.","Menor Preco"," ",0,0
"2018-06-04 15:34:45",00014/SECULT/2018,"PREGÃO ELETRÔNICO","Criar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","Fornecimento de SONORIZAÇÃO E ILUMINAÇÃO, ESTRUTURA METALICA LOCAÇÃO DE VEÍCULOS, SERVIÇOS GRAFICOS, PUBLICIDADE, ORNAMENTAÇÃO, LOCAÇÃO DE CAVALOS E CORRELATOS para realização do evento em comemoração A FESTIVIDADE DE SÃO TIAGO , que ocorreram no período de 16 a 28 de julho de 2018 no Distrito de Mazagão Velho.","Menor Preco"," ",15709.81,0
"2018-06-01 11:52:08",00012/SECULT/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","Fornecimento de SONORIZAÇÃO, ILUMINAÇÃO, TRIO ELÉTRICO, SHOW PIROTÉCNICO, ESTRUTURA COM APOIO LOGÍSTICO E CORRELATOS, LOCAÇÃO DE VEÍCULOS, para realização do evento em comemoração FESTIVIDADE DE NOSSA SENHORA DA PIEDADE, que ocorreram no período de 30 de junho a 12 de julho de 2018","Menor Preco"," ",265098.42,0
"2018-05-30 18:17:25",00002/IMAP/2018,"PREGÃO ELETRÔNICO","Criar Processo","Em andamento",IMAP,"INSTITUTO DO MEIO AMBIENTE E DO ORDENAMENTO TERRITORIAL","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO SERVIÇO DE MATERIAL GRÁFICO","Menor Preco"," ",0,0
"2018-05-30 09:31:44",00007/POLITEC/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",POLITEC,"POLÍCIA TÉCNICO-CIENTÍFICA","Contratação de empresa especializada na prestação de Serviço coleta, transporte, armazenamento temporário,tratamento por incineração e destinação final.","Menor Preco"," ",107742,0
"2018-05-24 10:56:35",00051/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAIS ESPORTIVOS.","Menor Preco",059/2018,8891947.74,2224137.07
"2018-05-23 16:11:56",00050/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","REGISTRO DE PREÇOS PARA FUTURA E EVENTUAL AQUISIÇÃO DE MATERIAIS DE CONSUMO E PERMANENTE A SEREM UTILIZADOS NAS ATIVIDADES DE  ATENDIMENTO PRÉ-HOSPITALAR, VISANDO ATENDER AS NECESSIDADES DOS ÓRGÃOS DA ADMINISTRAÇÃO PÚBLICA DO ESTADO DO AMAPÁ.","Menor Preco",034/2018,1572367.4,287388.7
"2018-05-10 22:39:42",00011/SECULT/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","Contratação de empresa especializada para prestação de serviço de fornecimento de  SONORIZAÇÃO,  COM APOIO LOGÍSTICO E CORRELATOS, LOCAÇÃO DE VEÍCULOS, MATERIAL GRÁFICO, ","Menor Preco"," ",645858.68,0
"2018-04-24 19:41:32",00002/PM/2018," ","Criar Processo","Em andamento",PMAP,"POLÍCIA MILITAR DO ESTADO DO AMAPÁ","AQUISIÇÃO DE INSTRUMENTOS MUSICAIS PARA A BANDA DE MUSICA DA PMAP","Menor Preco"," ",0,0
"2018-04-19 08:54:10",00003/CGE/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,CGE,"CONTROLADORIA-GERAL DO ESTADO DO AMAPÁ","CONTRATAÇÃO DE SERVIÇOS DE ADAPTAÇÃO FISICA, COM REMANEJAMENTO, DESMONTAGEM E FORNECIMENTO DE DIVISÓRIAS, COLOCAÇÃO DE PORTAS, FECHADURAS E VIDROS INTERNOS, BEM COMO, REGULAGEM DE PORTAS E TROCAS DE FECHADURA NO PRÉDIO ONDE FUNCIONA A CONTROLADORIA-GERAL DO ESTADO DO AMAPÁ- CGE/AP","Menor Preco"," ",8115.48,7620
"2018-04-13 16:18:36",00049/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS (HORTIFRÚTI) ","Menor Preco",0052/2018,977038.1,481999.39
"2018-04-13 16:10:18",00048/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PERECÍVEIS","Menor Preco",0049/2018,2010539.64,890191.2
"2018-04-12 18:30:24",00047/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS II ","Menor Preco",0054/2018,1327958.12,576919.67
"2018-04-10 08:30:33",00046/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAIS DE PINTURA E MANUTENÇÃO PREDIAL.","Menor Preco",057/2018,1538865.16,635705.39
"2018-04-10 08:21:30",00045/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAIS ELÉTRICOS","Menor Preco",006/2019,528393.76,12600.16
"2018-04-04 18:29:43",00001/IMAP/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",IMAP,"INSTITUTO DO MEIO AMBIENTE E DO ORDENAMENTO TERRITORIAL","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA  NA EXECUÇÃO DE SERVIÇOS CONTINUADOS COM FORNECIMENTO DE TODOS OS MATERIAIS E EQUIPAMENTOS A SEREM UTILIZADOS NA EXECUÇÃO DOS SERVIÇOS EM TODAS AS INSTALAÇÕES DO IMAP.","Menor Preco"," ",52374.1,0
"2018-04-02 15:06:50",00010/SECULT/2018,INEXIGIBILIDADE,"Analisar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO SERVIÇO DE PESQUISA, CONSOLIDAÇÕES E COMPARAÇÃO DE PREÇOS PRATICADOS PELA ADMINISTRAÇÃO PÚBLICA  BANCO DE PREÇOS","Menor Preco"," ",7990,0
"2018-04-02 11:03:08",00009/SECULT/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","ESTRUTURA, SONORIZAÇÃO,  ILUMINAÇÃO COM APOIO LOGÍSTICO E CORRELATOS, para realização do evento XIX PORTO FEST 2018 em comemoração XXVI ANIVERSÁRIO DO MUNICIPIO DE PORTO GRANDE ","Menor Preco"," ",48643.86,0
"2018-03-26 14:34:04",00008/SECULT/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","CONTRATAÇÃO DE EMPRESA ESPECIALIZA EM SERVIÇO DE LOCAÇÃO DE ESTRUTURA, SONORIZAÇÃO, ILUMINAÇÃO COM APOIO LOGÍSTICO  E CORRELATOS, PARA REALIZAÇÃO  DO EVENTO EM COMEMORAÇÃO AP DIA DE CABRALZINHO, NO MUNICÍPIO DE AMAPÁ.","Menor Preco"," ",153874.83,0
"2018-03-23 14:11:02",00007/SETEC/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SETEC,"SECRETARIA DE ESTADO DA CIÊNCIA E TECNOLOGIA","MANUTENÇÃO CORRETIVA DE IMPRESSORA","Menor Preco"," ",4190,3800
"2018-03-22 13:04:19",00007/SEDEL/2018," ","Criar Processo","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","O presente Termo de Referência tem por objetivo a aquisição de Material Permanente, para atender as demandas operacionais do Programa Luta pela Cidadania, de acordo com as especificações descritas neste Termo de Referência.","Menor Preco"," ",0,0
"2018-03-22 12:27:16",00002/CGE/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,CGE,"CONTROLADORIA-GERAL DO ESTADO DO AMAPÁ","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS DE SEGURO TOTAL VEICULAR, PARA 03 (TRÊS) VEÍCULOS OFICIAIS QUE COMPÕE A FROTA DA CONTROLADORIA-GERAL DO ESTADO  CGE.","Menor Preco"," ",7586.26,7384.61
"2018-03-21 11:53:13",00043/PGE/2018,"PREGÃO ELETRÔNICO","Analisar Processo","Em andamento",PGE,"PROCURADORIA-GERAL DO ESTADO","Contratação de empresa especializada nas áreas de arquitetura e engenharia. para prestação de serviços técnicos de elaboração de projetos executivos de arquitetura e engenharia.","Menor Preco"," ",24985219.87,0
"2018-03-21 11:22:20",00005/SETEC/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,SETEC,"SECRETARIA DE ESTADO DA CIÊNCIA E TECNOLOGIA","SUPRIMENTOS DE INFORMÁTICA ","Menor Preco"," ",830,916
"2018-03-20 18:11:34",00042/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE COLCHÕES ","Menor Preco",024/2018,791847.48,392571.8
"2018-03-20 18:11:34",00042/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE COLCHÕES ","Menor Preco",031/2018,791847.48,392571.8
"2018-03-20 12:44:28",00006/SEDEL/2018," ","Autorizar Adesão","Em andamento",SEDEL,"SECRETARIA DE ESTADO DO DESPORTO E  DO LAZER","O presente Termo de Referência tem por objetivo a aquisição de Material Permanente, para atender as demandas operacionais do Programa Luta pela Cidadania, de acordo com as especificações descritas neste Termo de Referência.","Menor Preco"," ",0,0
"2018-03-14 19:12:39",00001/SEAD/2018,ADESÃO,"Criar Processo","Em andamento",SEAD,"SECRETARIA DO ESTADO DA ADMINISTRAÇÃO","Aquisição Software Adobe Indesign CC For Teams ","Menor Preco"," ",0,0
"2018-03-14 12:47:59",00007/SECULT/2018,"DISPENSA DE LICITAÇÃO","Ratificar Pretensão de Contratar","Em andamento",SECULT,"SECRETARIA DE ESTADO DA CULTURA","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TRANSPORTE AÉREO DE CARGAS, PARA TRANSPORTE DE EQUIPAMENTOS DE ÁUDIO VISUAIS DO MUNICÍPIO DE BENFICA-RJ PARA O MUNICÍPIO DE MACAPÁ-AP.","Menor Preco"," ",6590.5,6590.5
"2018-03-12 17:49:01",00041/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇO DE FORMAÇÃO DE CONDUTORES PARA ADIÇÃO DE CATEGORIA DE CNH DOS MILITARES CONDUTORES DE VEÍCULOS DE EMERGÊNCIA","Menor Preco",046/2018,1135137.6,249960
"2018-03-12 17:49:01",00041/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇO DE FORMAÇÃO DE CONDUTORES PARA ADIÇÃO DE CATEGORIA DE CNH DOS MILITARES CONDUTORES DE VEÍCULOS DE EMERGÊNCIA","Menor Preco",039/2018,1135137.6,249960
"2018-03-12 15:47:09",00040/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇO DE TELECOMUNICAÇÃO DE REDE IP MULTISERVIÇOS","Menor Preco",007/2019,4085751.72,1680291.5
"2018-03-08 12:09:04",00003/SETEC/2018,INEXIGIBILIDADE,"Apurar e Emitir Resultado","Em andamento",SETEC,"SECRETARIA DE ESTADO DA CIÊNCIA E TECNOLOGIA","PAGAMENTO DO SEGURO DPVAT","Menor Preco"," ",233.54,0
"2018-03-07 10:19:02",00003/DGPC/2018,INEXIGIBILIDADE,"Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","AQUISIÇÃO DE MUNIÇÃO REAL .40","Menor Preco"," ",90300,90300
"2018-03-06 17:11:48",00034/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO MATERIAL DE EXPEDIENTE","Menor Preco",062/2018,15065338.42,4658417.99
"2018-03-05 18:57:38",00029/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS GRÁFICOS.","Menor Preco",001/2019,2085769.92,132081.95
"2018-03-05 18:55:57",00028/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE EQUIPAMENTOS, SUPRIMENTOS E FERRAMENTAS DE TI ","Menor Preco",035/2018,28455132.14,3388728
"2018-03-05 18:10:06",00026/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE VEÍCULOS AUTOMOTORES TERRESTRES , A FIM DE ATENDER AS NECESSIDADES DOS ÓRGÃOS E ENTIDADES QUE INTEGRAM A ADMINISTRAÇÃO PÚBLICA DO ESTADO DO AMAPÁ. ","Menor Preco",032/2018,35789927.1,7554000
"2018-03-05 18:10:06",00026/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE VEÍCULOS AUTOMOTORES TERRESTRES , A FIM DE ATENDER AS NECESSIDADES DOS ÓRGÃOS E ENTIDADES QUE INTEGRAM A ADMINISTRAÇÃO PÚBLICA DO ESTADO DO AMAPÁ. ","Menor Preco",026/2018,35789927.1,7554000
"2018-03-05 15:31:44",00020/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS","Menor Preco",067/2018,2709506.92,273221.66
"2018-03-05 15:27:30",00019/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAL DE CONSUMO PARA COPA E COZINHA
","Menor Preco",061/2018,1210166.18,322006.53
"2018-03-05 15:11:51",00018/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAIS HIDRÁULICOS.","Menor Preco",0053/2018,253852.64,125608.81
"2018-03-05 13:57:48",00016/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE GÁS LIQUEFEITO DE PETRÓLEO - BOTIJÃO DE 13KG","Menor Preco",021/2018,126696.72,59112
"2018-03-05 13:51:37",00015/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE SERVIÇOS DE AGENCIAMENTO DE VIAGENS","Menor Preco",037/2018,140.74,70.37
"2018-03-05 13:40:24",00014/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE ÓLEO PARA MOTOR, ÓLEO PARA CAIXA DE MARCHA FILTROS E FLUIDOS EM GERAL NÁUTICO E AUTO.","Menor Preco",056/2018,1438768.26,11811.1
"2018-03-05 13:34:35",00013/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE PNEUS","Menor Preco",042/2018,6372032.92,2918945.95
"2018-03-05 13:32:46",00012/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE BATERIAS AUTOMOTIVAS","Menor Preco",030/2018,1406849.28,659840.95
"2018-03-02 18:59:24",00011/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇO DE LOCAÇÃO DE VEICULOS AUTOMOTORES","Menor Preco",033/2018,15817859.9,6910304.1
"2018-03-02 17:05:06",00010/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇOS DE ILUMINAÇÃO, SONORIZAÇÃO E CORRELATOS  PARA EVENTOS","Menor Preco",023/2019,12802438.02,2602969.95
"2018-03-02 17:05:06",00010/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇOS DE ILUMINAÇÃO, SONORIZAÇÃO E CORRELATOS  PARA EVENTOS","Menor Preco",005/2020,12802438.02,2602969.95
"2018-03-02 16:54:37",00009/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","SERVIÇOS DE DECORAÇÃO, LOCAÇÃO DE MESAS, CADEIRAS, BANHEIROS QUÍMICOS E OUTROS MATERIAIS PARA EVENTOS","Menor Preco",0050/2018,1216493.68,580231.86
"2018-03-02 16:31:29",00008/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","FORNECIMENTO DE ALIMENTAÇÃO, ÁGUA E DEMAIS ITENS CONSTANTES NA TABELA DO ANEXO I DESTE TERMO PARA EVENTOS.","Menor Preco",032/2019,384779.16,192389.58
"2018-03-02 10:42:12",00002/SETEC/2018,INEXIGIBILIDADE,"Concluir com êxito",Concluído,SETEC,"SECRETARIA DE ESTADO DA CIÊNCIA E TECNOLOGIA","PAGAMENTO DE ANUIDADE ","Menor Preco"," ",15000,0
"2018-02-28 14:46:47",00007/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","AQUISIÇÃO DE MATERIAL DE LIMPEZA EM GERAL E DE HIGIENIZAÇÃO DAS AMBULÂNCIAS ","Menor Preco",036/2018,840024.78,509558.26
"2018-02-27 14:17:31",00002/DGPC/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","Contratação de empresa para interligação de fibra óptica","Menor Preco"," ",12277.66,12277.66
"2018-02-21 15:46:14",00006/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NO FORNECIMENTO DE KIT LANCHES","Menor Preco",018/2018,37816,18705
"2018-02-20 14:17:40",00005/PGE/2018,"PREGÃO ELETRÔNICO","Concluir com êxito",Concluído,PGE,"PROCURADORIA-GERAL DO ESTADO","LOCAÇÃO, MONTAGEM E DESMONTAGEM DE ESTRUTURAS METÁLICAS E TENDAS","Menor Preco",033/2019,18706827.58,4081315.43
"2018-02-16 15:11:13",00001/DGPC/2018,"DISPENSA DE LICITAÇÃO","Concluir com êxito",Concluído,DGPC,"POLÍCIA CIVIL DO ESTADO DO AMAPÁ","Contratação de empresa gráfica ","Menor Preco"," ",7890,7890
