2022;SECRETARIA DE DESENVOLVIMENTO SOCIAL; CRIANçA E JUVENTUDE DE PERNAMBUCO;TC003/2022;2.099 SERVIÇO;;EM EXECUçãO;;10333399000186 - INSTITUTO ENSINAR DE DESENVOLVIMENTO SOCIAL-IEDES;2022/09/14 00:00:00.000;2023/03/13 00:00:00.000; 5129359.25;
2021;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;022/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;dez/21;59916395000110 - KLADANN INFORMÁTICA COMERCIO E SERVIÇOS LTDA;2021/12/16 00:00:00.000;2022/12/15 00:00:00.000; 89280.0;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2021_022_1037963.pdf;
2021;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;041/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;33538043000184 - BRAINY RESOLUTION DESENVOLVIMENTO DE SOFTWARE LTDA;2021/09/10 00:00:00.000;2022/09/10 00:00:00.000; 47650.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2021_041_1011829.pdf ;
2021;CASA MILITAR DE PERNAMBUCO;030/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;5045317000168 - INTERAGI TECNOLOGIA LTDA;2021/11/12 00:00:00.000;2022/11/11 00:00:00.000; 27263.2;http://web.transparencia.pe.gov.br/contratos/1264/LICON_Contrato_1264_2021_030_1029478.pdf;
2021;COMPANHIA EDITORA DE PERNAMBUCO;008/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;jun/21;9831033000158 - PCG ENGENHARIA DE SISTEMAS LTDA;2021/04/14 00:00:00.000;2022/04/13 00:00:00.000; 120288.84;http://web.transparencia.pe.gov.br/contratos/798/LICON_Contrato_798_2021_008_1045451.pdf;
2021;COMPANHIA EDITORA DE PERNAMBUCO;014/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;out/21;2077081000153 - DOCPRO CRIAÇÃO DE BIBLIOTECAS VIRTUAIS LTDA;2021/05/27 00:00:00.000;2022/05/26 00:00:00.000; 18600.0;http://web.transparencia.pe.gov.br/contratos/798/LICON_Contrato_798_2021_014_1045463.pdf;
2021;COMPANHIA EDITORA DE PERNAMBUCO;038/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;17/2021;7899023000129 - SULWORK TECNOLOGIA E SISTEMAS DE INFORMAÇÃO LTDA;2021/12/21 00:00:00.000;2022/01/20 00:00:00.000; 36000.0;http://web.transparencia.pe.gov.br/contratos/798/LICON_Contrato_798_2021_038_1045537.pdf;
2021;COMPANHIA ESTADUAL DE HABITAçãO E OBRAS;004/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;11844663000109 - 1TELECOM SERVIÇOS DE TECNOLOGIA EM INTERNET LTDA;2021/03/24 00:00:00.000;2023/03/15 00:00:00.000; 341206.44;http://web.transparencia.pe.gov.br/contratos/800/LICON_Contrato_800_2021_004_970878.pdf;
2021;COMPANHIA PERNAMBUCANA DE GáS;DAF037/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;48/2021;7784953000137 - VIVAWEB INTERNET LTDA;2021/08/03 00:00:00.000;2024/02/03 00:00:00.000; 49000.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2021_DAF037_1044546.pdf;
2021;COMPANHIA PERNAMBUCANA DE GáS;DAF062/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;126/2021;17463793000188 - CONSULT MIDEA COMERCIO E SERVIÇOS DE INFORMATICA EIRELI;2021/12/14 00:00:00.000;2022/12/14 00:00:00.000; 41899.8;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2021_DAF062_1046236.pdf;
2021;COMPANHIA PERNAMBUCANA DE SANEAMENTO;212058/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;set/21;59456277000176 - ORACLE DO BRASIL SISTEMAS LTDA;2021/05/03 00:00:00.000;2022/08/02 00:00:00.000; 65184.11;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2021_212058_1001242.pdf;
2021;COMPANHIA PERNAMBUCANA DE SANEAMENTO;213051/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;jun/21;59456277000176 - ORACLE DO BRASIL SISTEMAS LTDA.;2021/05/03 00:00:00.000;2022/11/02 00:00:00.000; 514179.71;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2021_213051_1000963.pdf;
2021;COMPANHIA PERNAMBUCANA DE SANEAMENTO;213107/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;8877/2020;20764514000120 - RAS - SOLUCOES EM TECNOLOGIA DA INFORMACAO LTDA-ME;2021/04/09 00:00:00.000;2022/10/08 00:00:00.000; 1037180.13;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2021_213107_996402.pdf ;
2021;COMPANHIA PERNAMBUCANA DE SANEAMENTO;213430/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;9848/2021;5250796000154 - NETWORK SECURE SEGURANÇA DA INFORMAÇÃO LTDA;2021/12/07 00:00:00.000;2025/06/07 00:00:00.000; 327500.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2021_213430_1035523.pdf;
2021;COMPANHIA PERNAMBUCANA DE SANEAMENTO;217094/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;16/2021;14016443000185 - VECTORA INDUSTRIA DE EQUIPAMENTOS ELETRO-ELETRONICOS LTDA-ME;2021/04/22 00:00:00.000;2022/04/20 00:00:00.000; 136273.8;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2021_217094_992151.pdf ;
2021;COMPANHIA PERNAMBUCANA DE SANEAMENTO;218067/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;out/21;1250090000131 - UNICORP INFORMATICA INDUSTRIAL LTDA.;2021/03/22 00:00:00.000;2022/06/22 00:00:00.000; 356111.82;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2021_218067_990376.pdf;
2021;DEPARTAMENTO ESTADUAL DE TRâNSITO DE PERNAMBUCO;012/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;18/2021;4826609000175 - COMPUTER MACHINE CONSULTING DEVELOPMENT LTDA;2021/06/14 00:00:00.000;2022/06/13 00:00:00.000; 87089.6;http://web.transparencia.pe.gov.br/contratos/856/LICON_Contrato_856_2021_012_1009017.pdf;
2021;PROJETO DE APOIO À MODERNIZAçãO E À TRANSPARêNCIA DA GESTãO FISCAL DO ESTADO DE PERNAMBUCO;010/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;17558191000104 - TOPDESK CONSULTORIA E TECNOLOGIA DE SOFTWARE;2021/03/17 00:00:00.000;2022/03/16 00:00:00.000; 50767.2;http://web.transparencia.pe.gov.br/contratos/1413/LICON_Termo_Aditivo_1413_2021_010_1090524.pdf ;
2021;SECRETARIA DA CASA CIVIL DE PERNAMBUCO;14/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;5045317000168 - INTERAGI TECNOLOGIA LTDA;2021/11/19 00:00:00.000;2022/11/18 00:00:00.000; 47918.0;http://web.transparencia.pe.gov.br/contratos/992/LICON_Contrato_992_2021_14_1082182.pdf;
2021;SECRETARIA DA FAZENDA DE PERNAMBUCO;020/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;22930758000161 - CONSORCIO MAIS SEFAZ;2021/12/03 00:00:00.000;2022/06/02 00:00:00.000; 9253986.76;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2021_020_1066156.pdf;
2021;SECRETARIA DE ADMINISTRAçãO DE PERNAMBUCO;033/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;24/2021;35456593000180 - STARCON SOLUCOES TECNOLOGIA E PARTICIPACOES LTDA;2021/07/01 00:00:00.000;2022/06/30 00:00:00.000; 1312740.0;http://web.transparencia.pe.gov.br/contratos/988/LICON_Contrato_988_2021_033_1074433.pdf;
2021;SECRETARIA DE ADMINISTRAçãO DE PERNAMBUCO;092/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;142/2021;61092565000130 - NEO-TAGUS INDUSTRIAL LTDA;2022/01/01 00:00:00.000;2022/12/31 00:00:00.000; 43360.0;http://web.transparencia.pe.gov.br/contratos/988/LICON_Contrato_988_2021_092_1075104.pdf;
2021;SECRETARIA DE CULTURA DE PERNAMBUCO;013/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;jul/21;24501766000118 - THERIONTEC SISTEMAS INOVADORE LTDA - ME;2021/08/10 00:00:00.000;2022/08/09 00:00:00.000; 6204.0;http://web.transparencia.pe.gov.br/contratos/1248/LICON_Contrato_1248_2021_013_1085213.pdf;
2021;SECRETARIA DE DEFESA SOCIAL DE PERNAMBUCO;001/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;59456277000176 - ORACLE DO BRASIL SISTEMAS LTDA;2021/02/26 00:00:00.000;2022/02/25 00:00:00.000; 504749.28;http://web.transparencia.pe.gov.br/contratos/1003/LICON_Contrato_1003_2021_001_958564.pdf ;
2021;SECRETARIA DE EDUCAçãO E ESPORTES;147/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;3535902000706 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;2021/09/24 00:00:00.000;2022/09/23 00:00:00.000; 1833815.94;http://web.transparencia.pe.gov.br/contratos/989/LICON_Contrato_989_2021_147_1020458.pdf;
2021;SECRETARIA DE EDUCAçãO E ESPORTES DE PERNAMBUCO;147/2021;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;3535902000706 - DECISION SERVICOS DE TECNOLOGIA DA INFORMACAO LTDA;2021/09/24 00:00:00.000;2022/09/23 00:00:00.000; 1833815.94;;
2022;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;001/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;7333111000169 - SAFETEC INFORMÁTICA LTDA.;2022/04/18 00:00:00.000;2023/04/17 00:00:00.000; 30412.8;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2022_001_1095905.pdf;
2022;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;010/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2022/12/13 00:00:00.000;2025/12/12 00:00:00.000; 13225.0;http://web.transparencia.pe.gov.br/contratos/851/LICON_Contrato_851_2022_010_1185858.pdf;
2022;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;014/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;33538043000184 - BRAINY RESOLUTION DESENVOLVIMENTO DE SOFTWARE LTDA;2022/03/30 00:00:00.000;2022/11/30 00:00:00.000; 47000.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2022_014_1087327.pdf;
2022;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;073/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;20263110000153 - FSBR - FABRICA DE SOFTWARE DO BRASIL LTDA ME;2022/10/13 00:00:00.000;2023/10/13 00:00:00.000; 386620.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2022_073_1159917.pdf;
2022;AGêNCIA DE DESENVOLVIMENTO ECONôMICO DE PERNAMBUCO S/A;075/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;16813496000152 - HERMANOS COMUNICACAO DIGITAL LTDA;2022/11/01 00:00:00.000;2023/03/01 00:00:00.000; 33500.0;http://web.transparencia.pe.gov.br/contratos/782/LICON_Contrato_782_2022_075_1167841.pdf;
2022;COMPANHIA EDITORA DE PERNAMBUCO;022/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;17/2022;6214736000149 - PITANG CONSULTORIA E SISTEMAS S/A;2022/07/27 00:00:00.000;2023/07/26 00:00:00.000; 220834.64;http://web.transparencia.pe.gov.br/contratos/798/LICON_Contrato_798_2022_022_1136713.pdf;
2022;COMPANHIA PERNAMBUCANA DE GáS;DAF023/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;48/2022;23916557000172 - MADIS COMÉRCIO E SERVIÇOS LTDA.;2022/06/10 00:00:00.000;2024/12/10 00:00:00.000; 70560.0;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2022_DAF023_1136838.pdf;
2022;COMPANHIA PERNAMBUCANA DE SANEAMENTO;225441/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;448/2022;7397304000183 - TECNOLOGIA ELETRôNICA AMBARCADA LTDA EPP;2022/12/22 00:00:00.000;2028/03/22 00:00:00.000; 18475690.0;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2022_225441_1169287.pdf;
2022;FUNDAçãO DO PATRIMôNIO HISTóRICO E ARTíSTICO DE PERNAMBUCO;051/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA;2022/11/23 00:00:00.000;2024/11/23 00:00:00.000; 11638.0;http://web.transparencia.pe.gov.br/contratos/838/LICON_Contrato_838_2022_051_1178172.pdf;
2022;HOSPITAL UNIVERSITáRIO OSWALDO CRUZ;31/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;1298/2021;91879544000120 - MV SISTEMAS LTDA;2022/06/01 00:00:00.000;2023/05/31 00:00:00.000; 1014000.0;http://web.transparencia.pe.gov.br/contratos/843/LICON_Contrato_843_2022_31_1116295.pdf;
2022;LABORATóRIO FARMACêUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A;004/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;mai/22;30339315000129 - QPACK SOLUCOES ANALITICAS LTDA;2022/02/02 00:00:00.000;2023/02/01 00:00:00.000; 42100.0;http://web.transparencia.pe.gov.br/contratos/806/LICON_Contrato_806_2022_004_1056416.pdf;
2022;LABORATóRIO FARMACêUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A;039/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;35/2022;69920213000138 - PALAS INFORMATICA LTDA;2022/07/07 00:00:00.000;2023/07/06 00:00:00.000; 8424.0;http://web.transparencia.pe.gov.br/contratos/806/LICON_Contrato_806_2022_039_1124036.pdf;
2022;LABORATóRIO FARMACêUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A;047/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;29/2022;3290250000606 - AGILENT TECHNOLOGIES BRASIL LTDA;2022/08/01 00:00:00.000;2023/07/31 00:00:00.000; 283008.4;http://web.transparencia.pe.gov.br/contratos/806/LICON_Contrato_806_2022_047_1137047.pdf;
2022;LABORATóRIO FARMACêUTICO DO ESTADO DE PERNAMBUCO GOVERNADOR MIGUEL ARRAES S/A;053/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;52/2022;59704510000192 - TOLEDO DO BRASIL INDUSTRIA DE BALANCAS LTDA;2022/09/15 00:00:00.000;2023/09/14 00:00:00.000; 538174.0;http://web.transparencia.pe.gov.br/contratos/806/LICON_Contrato_806_2022_053_1166899.pdf;
2022;PORTO DO RECIFE S.A.;048/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;26265371000199 - IUS NATURA LTDA;2022/07/14 00:00:00.000;2023/07/13 00:00:00.000; 5520.0;http://web.transparencia.pe.gov.br/contratos/809/LICON_Contrato_809_2022_048_1131609.pdf;
2022;SECRETARIA DA FAZENDA DE PERNAMBUCO;007/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;47/2021;60316817000103 - MICROSOFT INFORMáTICA LTDA.;2022/03/17 00:00:00.000;2023/03/16 00:00:00.000; 269637.95;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2022_007_1150696.pdf;
2022;SECRETARIA DA FAZENDA DE PERNAMBUCO;033/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;30/2022;12707105000164 - SUPRISERVI COMERCIO REPRESENTAÇÕES E SERVIÇOS LTDA.;2022/12/02 00:00:00.000;2023/12/01 00:00:00.000; 104592.0;http://web.transparencia.pe.gov.br/contratos/994/LICON_Contrato_994_2022_033_1182826.pdf;
2022;SECRETARIA DE DEFESA SOCIAL DE PERNAMBUCO;110/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;54512587000147 - SISGRAPH LTDA.;2022/10/04 00:00:00.000;2023/10/03 00:00:00.000; 283363.2;http://web.transparencia.pe.gov.br/contratos/1003/LICON_Contrato_1003_2022_110_1157747.pdf;
2022;SECRETARIA DE EDUCAçãO E ESPORTES DE PERNAMBUCO;212/2022;1.207 SERVIÇO DE DESENVOLVIMENTO, MANUTENÇÃO E/OU SUPORTE TÉCNICO DE SOFTWARE;;EM EXECUçãO;;5276991000153 - MINSAIT BRASIL LTDA;2022/10/05 00:00:00.000;2023/10/04 00:00:00.000; 1889689.92;http://web.transparencia.pe.gov.br/contratos/1814/LICON_Contrato_1814_2022_212_1175014.pdf ;
2019;AGêNCIA ESTADUAL DE MEIO AMBIENTE;003/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;out/18;11061153000165 - TRUST CONTROL;2019/03/21 00:00:00.000;2020/03/19 00:00:00.000; 51200.0;http://web.transparencia.pe.gov.br/contratos/849/LICON_Contrato_849_2019_003_766695.pdf;
2019;AGêNCIA ESTADUAL DE TECNOLOGIA DA INFORMAçãO;013/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;23/2019;7797967000195 - NP CAPACITAÇÕES E SOLUÇÕES TECNOLÓGICAS LTDA.;2019/11/25 00:00:00.000;2020/11/24 00:00:00.000; 7990.0;http://web.transparencia.pe.gov.br/contratos/851/LICON_Termo_Aditivo_851_2019_013_930740.pdf ;
2019;AGêNCIA DE DEFESA E FISCALIZAçãO AGROPECUáRIA DO ESTADO DE PERNAMBUCO;082/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES EM TECNOLOGIA DA INFORMAçãO LTDA -ME;2019/11/07 00:00:00.000;2022/11/30 00:00:00.000; 18443.85;http://web.transparencia.pe.gov.br/contratos/1651/LICON_Contrato_1651_2019_082_851701.pdf;
2019;COMPANHIA PERNAMBUCANA DE GáS;PRE039/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;138/2019;910509000171 - THOMSON REUTERS BRASIL;2019/10/30 00:00:00.000;2021/01/30 00:00:00.000; 70560.33;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2019_PRE039_872305.pdf;
2019;COMPANHIA PERNAMBUCANA DE SANEAMENTO;195379/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;dez/19;1712235000179 - BENTLEY SYSTEMS BRASIL LTDA.;2019/12/30 00:00:00.000;2020/12/29 00:00:00.000; 176892.45;http://web.transparencia.pe.gov.br/contratos/802/LICON_Contrato_802_2019_195379_894993.pdf;
2019;CORPO DE BOMBEIROS MILITAR DE PERNAMBUCO;002/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;11006269000100 - EMPREL - EMPRESA MUNICIPAL DE INFORMáTICA.;2019/04/23 00:00:00.000;2020/04/22 00:00:00.000; 46830.3;http://web.transparencia.pe.gov.br/contratos/885/LICON_Contrato_885_2019_002_821642.pdf;
2019;DEFENSORIA PúBLICA DO ESTADO DE PERNAMBUCO;079/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;10933831000170 - INFINIT SOLUÇÕES INTELIGENTES EM TI LTDA;2019/11/20 00:00:00.000;2020/02/29 00:00:00.000; 60939.77;http://web.transparencia.pe.gov.br/contratos/891/LICON_Contrato_891_2019_079_862335.pdf;
2019;FUNDAçãO DE APOSENTADORIAS E PENSõES DOS SERVIDORES DO ESTADO DE PERNAMBUCO;29/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUçõES E TECNOLOGIA DA INFORMAçãO LTDA - ME;2019/11/07 00:00:00.000;2022/11/06 00:00:00.000; 13495.5;http://web.transparencia.pe.gov.br/contratos/836/LICON_Contrato_836_2019_29_879021.pdf;
2019;FUNDAçãO DE ATENDIMENTO SOCIOEDUCATIVO;036/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;;10362933000182 - CPTEC SOLUÇÕES EM TECNOLOGIA DA INFORMAÇÃO LTDA-ME;2019/11/07 00:00:00.000;2022/11/06 00:00:00.000; 12445.85;http://web.transparencia.pe.gov.br/contratos/840/LICON_Contrato_840_2019_036_833695.pdf;
2019;PERNAMBUCO PARTICIPAçõES E INVESTIMENTOS S/A;021/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;20/2019;10951376000135 - KURIER TECNOLOGIA DA INFORMAÇÃO LTDA;2019/08/01 00:00:00.000;2020/07/31 00:00:00.000; 15600.03;http://web.transparencia.pe.gov.br/contratos/808/LICON_Contrato_808_2019_021_821296.pdf;
2019;PORTO DO RECIFE S.A.;049/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;85/2019;9831033000158 - PCG ENGENHARIA DE SISTEMAS LTDA;2019/11/27 00:00:00.000;2020/11/25 00:00:00.000; 211825.0;http://web.transparencia.pe.gov.br/contratos/809/LICON_Termo_Aditivo_809_2019_049_946169.pdf ;
2019;PRONTO-SOCORRO CARDIOLóGICO UNIVERSITáRIO DE PERNAMBUCO PROF. LUIZ TAVARES;362/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;177/2019;91879544000120 - MV SISTEMAS LTDA;2019/12/01 00:00:00.000;2020/11/30 00:00:00.000; 780000.0;http://web.transparencia.pe.gov.br/contratos/846/LICON_Termo_Aditivo_846_2019_362_1050742.pdf ;
2019;UNIVERSIDADE DE PERNAMBUCO;47/2019;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;48/2019;24134488000108 - UNIVERSIDADE FEDERAL DE PERNAMBUCO;2019/11/14 00:00:00.000;2019/12/31 00:00:00.000; 240000.0;http://web.transparencia.pe.gov.br/contratos/848/LICON_Termo_Aditivo_848_2019_47_897350.pdf ;
2020;COMPANHIA EDITORA DE PERNAMBUCO;008/2020;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;ago/20;9831033000158 - PCG ENGENHARIA DE SISTEMAS LTDA;2020/06/26 00:00:00.000;2021/06/25 00:00:00.000; 15343.68;http://web.transparencia.pe.gov.br/contratos/798/LICON_Termo_Aditivo_798_2020_008_1096042.pdf ;
2020;COMPANHIA PERNAMBUCANA DE GáS;DAF037/2020;1.206 SERVIÇO DE LOCAÇÃO DE SOFTWARES;;EM EXECUçãO;52/2020;6105781000165 - ZOOM TECNOLOGIA LTDA EPP;2020/05/13 00:00:00.000;2021/05/13 00:00:00.000; 11626.68;http://web.transparencia.pe.gov.br/contratos/801/LICON_Contrato_801_2020_DAF037_894926.pdf;
