Data Criacao;Num Contrato;Orgao;Resumo Objeto;Num Processo Tce;Num Processo Adm;Tipo Instrumento;Tipo Procedimento;Num Procedimento;Valor Contratado;Status;Contratada;Dt Vig Atual Inicio;Dt Vig Atual Fim;Data Assinatura;Tipo Contrato
18/02/2020;02099/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 24 SERINGAS PREENCHIDAS DE ADALIMUMABE SOLUÇÃO INJETÁVEL 40MG/0,4ML...;CW-001483/20;022977/2019;NOTA DE EMPENHO;DISPENSA;18/2020;R$ 63.035,52;Encerrado;15800545000311 - ABVIE FARMACEUTICA LTDA;12/02/2020;31/12/2020;12/02/2020;Compra - Material de Consumo
18/02/2020;01/2020-HPMPI;HOSPITAL DA POLICIA MILITAR DIRCEU ARCOVERDE - TERESINA;O OBJETO DA PRESENTE LICITAÇÃO É A ESCOLHA DA PROPOSTA MAIS VANTAJOSA PARA A AQUISIÇÃO DE MATERIAL D...;CW-001481/20;AA.906.1.000763/19;TERMO DE CONTRATO;PREGÃO Nº 03/2019;-;R$ 305.000,02;Encerrado;02985402000118 - M. J. LOPES MONTEIRO - ME;28/01/2020;27/01/2021;28/01/2020;Compra - Material de Consumo
17/02/2020;047/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;SERVICOS DE LOCACAO DE SISTEMA INFORMATIZADO...;CW-001479/20;048/2019;ORDEM DE FORNECIMENTO;DISPENSA;048/2019;R$ 9.456,00;Aguarda informações;14166161000164 - J P G SOLUÇOES EM INFORMATICA;10/11/2019;07/04/2020;09/12/2019;Outros serviços
17/02/2020;050/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;AQUISICAO DE COMBUSTIVEIS...;CW-001478/20;051/2019;ORDEM DE FORNECIMENTO;DISPENSA;051/2019;R$ 20.410,00;Aguarda informações;08986525000311 - CACIQUE COMBUSTIVEIS LTDA;10/11/2019;09/12/2019;09/12/2019;Compra - Material de Consumo
17/02/2020;049/2020;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;SERVICOS DE ASSESSORIA CONTABIL...;CW-001477/20;050/2019;ORDEM DE FORNECIMENTO;INEXIGIBILIDADE;050/2019;R$ 20.000,00;Aguarda informações;03423579000193 - CONSULPLAN – Planejamento Político e Consultoria Contábil;10/11/2019;07/04/2020;09/12/2019;Outros serviços
17/02/2020;049/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;GÊNEROS ALIMENTÍCIOS NÃO-PERECÍVEIS...;CW-001476/20;050/2019;ORDEM DE FORNECIMENTO;DISPENSA;050/2019;R$ 5.106,40;Aguarda informações;17897450000121 - DIPALLIMP DISTRIBUIDORA DE PRODUTOS ALIMENTÍCIOS E DE LIMPEZA LTDA EPP;10/11/2019;10/04/2020;10/11/2019;Compra - Material de Consumo
17/02/2020;052/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;SERVICOS DE LOCACAO DE INTERNET...;CW-001475/20;053/2019;ORDEM DE FORNECIMENTO;DISPENSA;053/2019;R$ 2.000,00;Aguarda informações;20452378000133 - URUÇUINET TELECOM E INFORMÁTICA LTDA- ME;10/12/2019;31/12/2019;18/12/2019;Outros
17/02/2020;008/2020;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;AQUISICAO DE MATERIAIS PERMANENTES...;CW-001474/20;008/2019;ORDEM DE FORNECIMENTO;DISPENSA;008/2019;R$ 16.200,00;Aguarda informações;13019316000177 - ALTERNATIVA;10/08/2019;08/09/2019;14/10/2019;Compra - Material Permanente
17/02/2020;025/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;AQUISICAO DE CORTINA POS-ANESTÉSICA...;CW-001473/20;025/2019;ORDEM DE FORNECIMENTO;DISPENSA;025/2019;R$ 9.286,20;Aguarda informações;13019316000177 - ALTERNATIVA;30/08/2019;28/09/2019;05/11/2019;Compra - Material de Consumo
17/02/2020;022/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;AQUISICAO DE GAS OXIGENIO...;CW-001472/20;022/2019;ORDEM DE FORNECIMENTO;DISPENSA;022/2019;R$ 36.700,00;Aguarda informações;01634508000104 - FRANCISCO KENNED SOARES DE ARAUJO REIS;10/08/2019;08/09/2019;05/11/2019;Compra - Material de Consumo
17/02/2020;021/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;GAS LIQUEFEITO E ÁGUA MINERAL...;CW-001469/20;021/2019;ORDEM DE FORNECIMENTO;DISPENSA;021/2019;R$ 5.520,00;Aguarda informações;01634508000104 - FRANCISCO KENNED SOARES DE ARAUJO REIS;10/08/2019;08/09/2019;04/11/2019;Compra - Material de Consumo
17/02/2020;006/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;SERVICOS DE INSTALACAO DE SISTEMA DE CAMERA...;CW-001462/20;006/2019;ORDEM DE FORNECIMENTO;DISPENSA;006/2019;R$ 14.224,50;Aguarda informações;13328793000114 - HIUDERSON DULEY VIERA BARROS;05/08/2019;03/09/2019;14/10/2019;Outros serviços
17/02/2020;009A/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;INSTALACAO DA REDE ELETRICA...;CW-001461/20;009/2019;ORDEM DE FORNECIMENTO;DISPENSA;009/2019;R$ 6.300,00;Aguarda informações;26773087000123 - S S DA CONCEICAO ME;10/08/2019;08/09/2019;14/10/2019;Obra e serviço de engenharia
17/02/2020;010/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;MANUTENCAO DE EQUIPAMENTOS PERIFERICOS...;CW-001459/20;010/2019;ORDEM DE FORNECIMENTO;DISPENSA;010/2019;R$ 17.378,00;Aguarda informações;18665078000190 - J F WERNER & CIA LTDA;10/08/2019;08/09/2019;14/10/2019;Outros serviços
17/02/2020;012/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;LOCACAO DE EQUIPAMENTOS HOSPITALARES...;CW-001458/20;012/2019;ORDEM DE FORNECIMENTO;DISPENSA;012/2019;R$ 11.200,00;Aguarda informações;24380578000189 - WHITE MARTINS DO NORDESTE;10/08/2019;08/09/2019;23/10/2019;Outros serviços
17/02/2020;019/2020;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;SERVICOS DE PESQUISA DE OPINIAO NO SERVICO PUBLICO...;CW-001457/20;019/2020;ORDEM DE FORNECIMENTO;DISPENSA;019/2020;R$ 2.400,00;Aguarda informações;11835975000156 - QUEST TECNOLOGIA LTDA;10/08/2019;08/09/2019;28/10/2019;Outros serviços
17/02/2020;024/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;SERVICOS DE ALVENARIA E ESCAVACAO...;CW-001456/20;024/2019;ORDEM DE FORNECIMENTO;DISPENSA;024/2019;R$ 31.700,00;Aguarda informações;29840367000103 - ANTONIO VIEIRA DO NASCIMENTO;30/08/2019;28/09/2019;05/11/2019;Outros serviços
17/02/2020;027/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;AQUISIÇÃO DE COMBUSTÍVEIS...;CW-001455/20;027/2019;ORDEM DE FORNECIMENTO;DISPENSA;027/2019;R$ 35.827,00;Aguarda informações;08986525000311 - CACIQUE COMBUSTIVEIS LTDA;30/08/2019;28/09/2019;25/11/2019;Compra - Material de Consumo
17/02/2020;028/2019;HOSP. REG. SENADOR DIRCEU ARCOVERDE / URUCUI;MATERIAIS PERMANENTES...;CW-001454/20;028/2020;ORDEM DE FORNECIMENTO;DISPENSA;028/2020;R$ 18.092,00;Aguarda informações;14779196000179 - CENTROMED DISTRIBUIDORA DE MEDICAMENTOS E MATERIAL MÉDICO HOSPITALAR LTDA – EPP;30/08/2019;28/09/2019;20/11/2019;Compra - Material Permanente
17/02/2020;dez/20;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS E DESCARTÁVEIS, PARA ATE...;CW-001452/20;1457/2019;TERMO DE CONTRATO;PREGÃO Nº 0016/2019;-;R$ 128.878,20;Encerrado;07239237000179 - C.L BESERRA & CIA LTDA-EPP;02/01/2020;02/01/2021;02/01/2020;Compra - Material de Consumo
15/02/2020;20/2019;SECRETARIA DO GOVERNO;PRESTAÇÃO DE SERVIÇOS DE LIMPEZA, LAVAGEM E HIGIENIZAÇÃO DOS CARROS DA SEGOV....;CW-001440/20;AA.010.1.000450/19-64;TERMO DE CONTRATO;DISPENSA;mar/19;R$ 14.840,00;Encerrado;19534454000170 - R. PAULINO DA SILVA NETO - ME;21/11/2019;20/11/2020;21/11/2019;Outros serviços
15/02/2020;18/2019;SECRETARIA DO GOVERNO;FORNECIMENTO DE MATERIAIS DE COZINHA COM FUNDAMENTO NO ART. 2º, INCISO II DA LEI Nº 8.666/93....;CW-001439/20;AC.002.1.001770/19-04;TERMO DE CONTRATO;DISPENSA;jun/19;R$ 11.209,20;Encerrado;11672197000121 - GERSON SANTOS ROCHA ME;21/11/2019;20/11/2020;20/11/2019;Outros serviços
15/02/2020;17/2019;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE SERVIÇO DE DEDETIZAÇÃO, DESRATIZAÇÃO, DESCUPINIZAÇÃO E HIGIENIZAÇÃO DE CAIXA D'ÁGUA....;CW-001438/20;AA.010.1.000310/19-72;TERMO DE CONTRATO;DISPENSA;fev/19;R$ 8.358,40;Encerrado;05104194000199 - CARLOS ALBERTO DA SILVA SERVIÇOS ME;30/10/2019;28/01/2020;28/10/2019;Outros serviços
15/02/2020;14/2019;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE SERVIÇOS/FORNECIMENTO DO ARTESÃO PARA CONFECÇÃO DE PRODUTO GENUINAMENTE PIAUIENSE......;CW-001437/20;AA.010.1.000414/19-01;TERMO DE CONTRATO;INEXIGIBILIDADE;mai/19;R$ 4.982,00;Encerrado;34270329300 - KALINA RAQUEL RAMEIRO MASCARENHAS;19/08/2019;18/08/2020;19/08/2019;Compra - Material de Consumo
15/02/2020;13/2019;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE SERVIÇOS/FORNECIMENTO DO ARTESÃO PARA CONFECÇÃO DE PRODUTO GENUINAMENTE PIAUIENSE......;CW-001436/20;AA.010.1.000395/19-19;TERMO DE CONTRATO;INEXIGIBILIDADE;abr/19;R$ 1.800,00;Encerrado;09598529304 - FRANCISCO XAVIER RODRIGUES;19/08/2019;18/08/2020;19/08/2019;Compra - Material de Consumo
15/02/2020;out/19;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA NA PRESTAÇÃO DE SERVIÇOS DE COLETA DE LIXO COMERCIAL PARA SUPRI...;CW-001435/20;AA.010.1.000374/19-08;TERMO DE CONTRATO;DISPENSA;jan/19;R$ 6.912,00;Encerrado;20259543000135 - Carles Codina Satorras ME;21/08/2019;20/08/2020;21/08/2019;Outros serviços
15/02/2020;set/19;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE SERVIÇOS/FORNECIMENTO DO ARTESÃO PARA CONFECÇÃO DE PRODUTO GENUINAMENTE PIAUIENSE......;CW-001434/20;AA.010.1.000413/19-96;TERMO DE CONTRATO;INEXIGIBILIDADE;jun/19;R$ 17.925,00;Encerrado;34270329300 - KALINA RAQUEL RAMEIRO MASCARENHAS;19/08/2019;18/08/2020;19/08/2019;Compra - Material de Consumo
15/02/2020;ago/19;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE SERVIÇOS/FORNECIMENTO DE PRODUTO GENUINAMENTE PIAUIENSE......;CW-001433/20;AA.010.1.000239/19-60;TERMO DE CONTRATO;INEXIGIBILIDADE;mar/19;R$ 8.750,00;Encerrado;00195936000115 - CERÂMICA ARTESANAL SERRA DA CAPIVARA LTDA;19/08/2019;18/08/2020;19/08/2019;Compra - Material de Consumo
15/02/2020;jul/19;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE SERVIÇOS/FORNECIMENTO DO ARTESÃO PARA CONFECÇÃO DE PRODUTO GENUINAMENTE PIAUIENSE......;CW-001432/20;AA.010.1.000303/19-04;TERMO DE CONTRATO;INEXIGIBILIDADE;fev/19;R$ 40.000,00;Encerrado;09598529304 - FRANCISCO XAVIER RODRIGUES;19/08/2019;18/08/2020;19/08/2019;Compra - Material de Consumo
15/02/2020;jun/19;SECRETARIA DO GOVERNO;CONTRATAÇÃO DE SERVIÇOS/FORNECIMENTO DO ARTESÃO PARA CONFECÇÃO DE PRODUTO GENUINAMENTE PIAUIENSE......;CW-001431/20;AA.010.1.000302/19-99;TERMO DE CONTRATO;INEXIGIBILIDADE;jan/19;R$ 41.250,00;Encerrado;39519473300 - JUSCELINO ARAÚJO SOUSA;19/08/2019;18/08/2020;19/08/2019;Compra - Material de Consumo
14/02/2020;017/2019;SECRETARIA DA AGRICULTURA FAMILIAR;IMPLEMENTAÇÃO DA TECNOLOGIA SOCIAL DE ACESSO À ENERGIA SUSTENTÁVEL, COM A PRODUÇÃO DE BIOGÁS E BIOFE...;CW-001415/20;1110/2018;TERMO DE CONTRATO;DISPENSA;fev/19;R$ 790.782,19;Em vigência;00426596000196 - COOPERATIVA DE TRABALHO DE PRESTAÇÃO DE SERVIÇOS PARA O DESENVOLVIMENTO RURAL SUSTENTÁVEL DA AGRICULTURA FAMILIAR;14/12/2021;14/12/2022;31/01/2020;Obra e serviço de engenharia
14/02/2020;016/2019;SECRETARIA DA AGRICULTURA FAMILIAR;PRESTAÇÃO DE SERVIÇOS DE APOIO E EXECUÇÃO PARA IMPLEMENTAÇÃO DO PROJETO QUINTAIS AGROECOLÓGICOS: EST...;CW-001408/20;761/2018;TERMO DE CONTRATO;DISPENSA;jan/19;R$ 1.769.568,64;Em vigência;00426596000196 - COOPERATIVA DE TRABALHO DE PRESTAÇÃO DE SERVIÇOS PARA O DESENVOLVIMENTO RURAL SUSTENTÁVEL DA AGRICULTURA FAMILIAR;14/12/2021;14/12/2022;31/01/2020;Outros serviços
14/02/2020;nov/20;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;REALIZAÇÃO DE EXAMES DE ANATOMIA PATOLÓGICA PARA ATENDER A DEMANDA DO HOSPITAL REGIONAL JUSTINO LUZ ...;CW-001394/20;461/2019;TERMO DE CONTRATO;INEXIGIBILIDADE;mar/20;R$ 165.600,00;Encerrado;22879543000163 - DIAGNOSE;09/01/2020;09/01/2021;09/01/2020;Outros serviços
14/02/2020;00507/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 30 SISTEMAS DE APLICAÇÃO DE LIRAGLUTIDA 6MG/ML SOLUÇÃO INJETÁVEL 3 ML (SISTEMA DE APLIC...;CW-001379/20;014241/2019;NOTA DE EMPENHO;DISPENSA;413/2019;R$ 4.675,50;Encerrado;06081203000136 - HOSP LOG COMERC DE PROD HOSP LTDA;06/02/2020;31/12/2020;06/02/2020;Compra - Material de Consumo
14/02/2020;00388/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 01 SERINGA PREENCHIDA DE DENOSUMABE 60 MG/ML, SOLUÇÃO INJETÁVEL...;CW-001377/20;022749/2019;NOTA DE EMPENHO;DISPENSA;411/2019;R$ 587,03;Encerrado;10586940000168 - Oncovit Distribuidora Ltda;05/02/2020;31/12/2020;05/02/2020;Compra - Material de Consumo
14/02/2020;00401/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 06 FRASCOS/AMPOLAS DE VEDOÇIZUMABE 300MG, PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL...;CW-001376/20;012404/2019;NOTA DE EMPENHO;DISPENSA;308/2019;R$ 69.581,82;Encerrado;81887838000736 - PROFARMA SPECIALITY SA;05/02/2020;31/12/2020;05/02/2020;Compra - Material de Consumo
13/02/2020;01000/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 180 CÁPSULAS DURAS DE LIBERAÇÃO PROLONGADA DE CLORIDRATO DE VENLAFAXINA 150 MG...;CW-001347/20;014855/2019;NOTA DE EMPENHO;DISPENSA;mai/20;R$ 1.350,00;Encerrado;28911309000152 - ESPIRITO SANTO DISTRIBUIDORA PRODUTOS HOSPITALARES;08/02/2020;31/12/2020;08/02/2020;Compra - Material de Consumo
13/02/2020;01370/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 40.800G DE FÓRMULA NUTRICIONALMENTE COMPLETA 100% PROTEÍNA DE SOJA, ACRESCIDO DE FIBRAS...;CW-001345/20;020996/2019;NOTA DE EMPENHO;DISPENSA;mar/20;R$ 4.080,00;Encerrado;05577401000122 - R. O. CARVALHO DO NASCIMENTO - OTIMA DISTRIBUIDORA;07/02/2020;31/12/2020;07/02/2020;Compra - Material de Consumo
12/02/2020;014/2020;HOSP. INFANTIL LUCIDIO PORTELA / TERESINA;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM CARÁTER DE URGÊNCIA, PARA FORNECER MATERIAL DE LIMPEZA PELO ...;CW-001335/20;355/2019;TERMO DE CONTRATO;DISPENSA;035/2019;R$ 195.617,40;Encerrado;29576243000154 - VIMASI DISTRIBUIDORA DE PRODUTOS MEDICOS HOSPITALARES LTDA;04/02/2020;04/06/2020;04/02/2020;Compra - Material de Consumo
12/02/2020;19/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;AQUISIÇÃO DE 36 (TRINTA E SEIS) BOLSAS DE PERFUSÃO PARA CONSERVAÇÃO DE MÚLTIPLOS ÓRGÃOS PARA TRANSPL...;CW-001331/20;3498/2019;TERMO DE CONTRATO;INEXIGIBILIDADE;fev/20;R$ 29.520,00;Encerrado;90108283000182 - CONTATTI COMERCIO E REPRESENTAÇÕES LTDA;03/02/2020;03/08/2020;03/02/2020;Compra - Material de Consumo
12/02/2020;16/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA FORNECIMENTO DE ...;CW-001329/20;206/2019;TERMO DE CONTRATO;PREGÃO Nº 026/2019;-;R$ 981.620,00;Encerrado;10846808000148 - L P TOTAL SERVIÇO MECÂNICO EIRELI;16/01/2020;16/01/2021;16/01/2020;Compra - Material de Consumo
12/02/2020;14/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS E DESCARTÁVEIS, PARA ATE...;CW-001323/20;1457/2019;TERMO DE CONTRATO;PREGÃO Nº 0016/2019;-;R$ 137.619,48;Encerrado;00098317000102 - VENTURA DISTRIBUIÇÃO E COMÉRCIO DE PROD. ALIMENT.;02/01/2020;02/01/2021;02/01/2020;Compra - Material de Consumo
12/02/2020;13/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;REGISTRO DE PREÇOS PARA EVENTUAL E FUTURA AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS E DESCARTÁVEIS, PARA ATE...;CW-001321/20;1457/2019;TERMO DE CONTRATO;PREGÃO Nº 0016/2019;-;R$ 265.841,60;Encerrado;41260555000150 - C. M. F. SILVA;02/01/2020;02/01/2021;02/01/2020;Compra - Material de Consumo
12/02/2020;06-SUPLI/GEGCO/AGESPISA;AGESPISA - AGUA E ESGOTOS DO PIAUI S.A;AQUISIÇÃO DE 20 (VINTE) UNIDADES DE MATERIAL DO GRUPO LABORATÓRIO E TRATAMENTO DE ÁGUA E ESGOTO SANI...;CW-001318/20;2250/2019;TERMO DE CONTRATO;PREGÃO Nº SRP 027/2019;-;R$ 33.200,00;Encerrado;00377455000120 - IDEXX BRASIL LABORATÓRIOS LTDA;24/01/2020;23/01/2021;24/01/2020;Outros
12/02/2020;002/2020;DER-PI - DEPARTAMENTO DE ESTRADAS DE RODAGEM DO PI;EXECUÇÃO DOS SERVIÇOS REMANESCENTES DA OBRA DE MELHORAMENTO DA IMPLANTAÇÃO E PAVIMENTAÇÃO ASFÁLTICA ...;CW-001314/20;1527/2017;TERMO DE CONTRATO;DISPENSA;023/2017;R$ 7.195.906,61;Em vigência;09020353000128 - PAC ENGENHARIA LTDA;31/12/2021;31/12/2022;07/02/2020;Obra e serviço de engenharia
11/02/2020;107/2019;SECRETARIA DE ESTADO DA EDUCACAO - SEDUC;REFORMA DO TELHADO DA SEDUC, NO MUNICÍPIO DE TERESINA/PI...;CW-001303/20;0046262/2018;TERMO DE CONTRATO;DISPENSA;003/2019;R$ 17.015,13;Encerrado;13137747000138 - ABC  SERVIÇOS;31/12/2019;31/01/2020;27/12/2019;Obra e serviço de engenharia
11/02/2020;21/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;CONTRATAÇÃO DE EMPRESA PARA PRESTAÇÃO DE SERVIÇOS DE LOCAÇÃO COM MANUTENÇÃO PREVENTIVA E CORRETIVA D...;CW-001295/20;6810/2018;TERMO DE CONTRATO;PREGÃO Nº 0022/2019;-;R$ 360.000,00;Encerrado;17129904000114 - ALFA MEDICO HOSPITALAR LTDA – EPP;23/01/2020;23/01/2021;23/01/2020;Outros serviços
11/02/2020;20/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;AQUISIÇÃO DE KIT PARA MANUTENÇÃO PREVENTIVA DE APARELHOS DE ANESTESIA – PEÇA FABIUS GS KIT 3 ANOS – ...;CW-001294/20;3008/2019;TERMO DE CONTRATO;INEXIGIBILIDADE;jan/20;R$ 43.101,38;Encerrado;02535707000128 - DRAGER INDUSTRIA E COMÉRCIO LTDA;22/01/2020;22/01/2021;22/01/2020;Compra - Material de Consumo
11/02/2020;18/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;AQUISIÇÃO DE MATERIAL MEDICO HOSPITALAR PARA REALIZAÇÃO DE GASTROPLASTIA POR VÍDEO PARA HOSPITAL GET...;CW-001289/20;1102/2020;TERMO DE CONTRATO;PREGÃO Nº 27/2019;-;R$ 783.000,00;Encerrado;18544281000109 - GASTROVISION PRODUTOS E EQUIPAMENTOS LTDA;20/01/2020;20/01/2021;20/01/2020;Compra - Material de Consumo
11/02/2020;17/2020;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;LOCAÇÃO DE SOFTWARE DE ASSESSORAMENTO CONTÁBIL....;CW-001287/20;4530/2019;TERMO DE CONTRATO;DISPENSA;abr/20;R$ 7.200,00;Encerrado;41518945000187 - FORTES TECNOLOGIA EM SISTEMAS LTDA;22/01/2020;22/01/2021;22/01/2020;Outros serviços
11/02/2020;jun/20;FUNDAÇÃO ESTATAL PIAUIENSE DE SERVIÇOS HOSPITALARES;FORNECIMENTO DE GÊNEROS PERECÍVEIS PARA ATENDER AS NECESSIDADES DO HOSPITAL JUSTINO LUZ, HOSPITAL AD...;CW-001285/20;4767/2019;TERMO DE CONTRATO;DISPENSA;fev/20;R$ 1.340.774,25;Encerrado;04100195000100 - DOM SEVERINO ALIMENTOS LTDA;06/01/2020;06/01/2021;06/01/2020;Compra - Material de Consumo
10/02/2020;01414/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 12 FRASCOS DE TRAVOPROSTA 0,04 MG/ML SOLUÇÃO OFTÁLMICA, FRACO COM 2,5 ML E 12 FRASCOS D...;CW-001257/20;019771/2019;NOTA DE EMPENHO;DISPENSA;ago/20;R$ 1.457,40;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;07/02/2020;31/12/2020;07/02/2020;Compra - Material de Consumo
10/02/2020;01404/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 180 COMPRIMIDOS CLOZAPINA 100 MG...;CW-001254/20;012055/2019;NOTA DE EMPENHO;DISPENSA;jul/20;R$ 871,20;Encerrado;07224991001530 - NAZARIA DISTRIBUIDORA DE PRODUTOS FARMACEUTICOS LTDA;07/02/2020;31/12/2020;07/02/2020;Compra - Material de Consumo
10/02/2020;01355/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 24 SERINGAS PREENCHIDAS DE ALFAEPOETINA 40.000UI/ML – SOLUÇÃO INJETÁVEL...;CW-001252/20;020072/2019;NOTA DE EMPENHO;DISPENSA;409/2019;R$ 20.040,00;Encerrado;28911309000152 - ESPIRITO SANTO DISTRIBUIDORA PRODUTOS HOSPITALARES;07/02/2020;31/12/2020;07/02/2020;Compra - Material de Consumo
10/02/2020;mar/20;SECRETARIA DO AGRONEGOCIO E DO EMPREENDEDORISMO RURAL;CONTRATAÇÃO DE EMPRESA PARA EXECUTAR OBRA DE REFORMA E AMPLIAÇÃO DO MERCADO PÚBLICO, NO MUNICIPIO DE...;CW-001244/20;064/2020;TERMO DE CONTRATO;TOMADA DE PREÇO Nº 08/2019;-;R$ 715.198,42;Encerrado;17323084000105 - POTY CONSTRUTORA E EMPREENDIMENTOS IMOBILIÁRIOS LTDA;29/01/2020;29/01/2021;29/01/2020;Obra e serviço de engenharia
08/02/2020;0186/2019;SECRETARIA DE CULTURA DO ESTADO DO PIAUI;DISPONIBILIZAÇÃO DE RECURSO FINANCEIRO A TÍTULO DE EXTRA/GOV PARA A CONTRATAÇÃO DA ATRAÇÃO MUSICAL: ...;CW-001226/20;1511/2019;TERMO DE CONTRATO;INEXIGIBILIDADE;0186/2019;R$ 100.000,00;Encerrado;28779414000180 - EMPÓRIO CULTURAL EVENTOS EIRELI;21/11/2019;21/03/2020;21/11/2019;Outros serviços
07/02/2020;0391/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 480 COMPRIMIDOS REVESTIDOS DE HEMIFUMARATO DE QUETIAPINA 200 MG...;CW-001215/20;020650/2019;NOTA DE EMPENHO;DISPENSA;408/2019;R$ 3.897,60;Encerrado;07484373000124 - UNI HOSPITALAR LTDA;05/02/2020;31/12/2020;05/02/2020;Compra - Material de Consumo
07/02/2020;00387/2020;SECRETARIA DA SAÚDE;720 (SETECENTOS E VINTE) CÁPSULAS DE LEVETIRACETAM 500MG...;CW-001212/20;8582/2019;NOTA DE EMPENHO;DISPENSA;407/2019;R$ 1.101,60;Encerrado;07484373000124 - UNI HOSPITALAR LTDA;05/02/2020;31/12/2020;05/02/2020;Compra - Material de Consumo
07/02/2020;00472/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 01 VENTILADOR PULMONAR , 01 CAMA HOSPITALAR TIPO FAWLER MECÂNICA , 01 ASPIRADOR DE SECR...;CW-001211/20;015534/2019;NOTA DE EMPENHO;DISPENSA;jan/20;R$ 161.256,60;Encerrado;11229270000195 - MEDFARMA COMÉRCIO DE MEDICAMENTOS MATERIAIS E EQUIPAMENTOS HOSPITALARES LTDA-ME;05/02/2020;31/12/2020;05/02/2020;Compra - Material de Consumo
07/02/2020;00546/2020;SECRETARIA DA SAÚDE;AQUISIÇÃO DE 720 COMPRIMIDOS REVESTIDOS DE HEMIFUMARATO DE QUETIAPINA 200 MG...;CW-001204/20;01927/2019;NOTA DE EMPENHO;DISPENSA;412/2019;R$ 5.846,40;Encerrado;07484373000124 - UNI HOSPITALAR LTDA;06/02/2020;31/12/2020;06/02/2020;Compra - Material de Consumo
