29/04/2019;Encerrada;0020/2019;55/000.874/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CORRELATOS HOSPITALARES PARA ENDOSCOPIA;SAD - 2022;PREGÃO ELETRÔNICO;
25/04/2019;Encerrada;0031/2019;55/000.265/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE DIETAS ENTERAIS - AÇÃO JUDICIAL;SAD - 2022;PREGÃO ELETRÔNICO;
22/04/2019;Encerrada;0135/2018;55/000.497/2018;                              ;4ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE HIGIENE E LIMPEZA ;SAD - 2022;PREGÃO ELETRÔNICO;
22/04/2019;Aguardando abertura;0004/2019;27/004.225/2018;41734                         ;AQUISIÇÃO DE INSUMOS PARA SISTEMA DE INFUSÃO DE INSULINA;FESA;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;41507                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;48427                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;48428                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;49000                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;49924                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;55180                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;59111                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;61859                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;64855                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;64872                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;64919                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
16/04/2019;Encerrada;0003/2019;29/000.727/2019;73528                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM TRANSPORTE ESCOLAR RURAL, PARA ALUNOS DA ZONA RURAL, DA REE, DISTRITO DE PONTINHA DO COCHO, MUNICÍPIO DE CAMAPUÂ/MS (LINHAS: CONQUISTA E GALDINO).;SED;PREGÃO ELETRÔNICO;
11/04/2019;Encerrada;0010/2018;71/000.310/2018;43075                         ;AQUISIÇÃO DE COLAR GPS CONVENIO BIOECONOMIA/FINEP;SEMAGRO - Inativo - 2022;DISPENSA DE LICITAÇÃO;
11/04/2019;Encerrada;0015/2019;55/000.732/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CORRELATOS HOSPITALARES;SAD - 2022;PREGÃO ELETRÔNICO;
10/04/2019;Encerrada;0017/2019;55/000.861/2018;                              ;REGISTRO DE PREÇOS AQUISIÇÃO DE CORRELATOS HOSPITALARES;SAD - 2022;PREGÃO ELETRÔNICO;
03/04/2019;Aguardando abertura;0013/2019;55/000.956/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE COPA E COZINHA;SAD - 2022;PREGÃO ELETRÔNICO;
03/04/2019;Aguardando abertura;0200/2018;55/000.813/2018;                              ;4º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE KITS PARA ANALISE DE RESÍDUOS DE ANTIBIÓTICOS EM LEITE;SAD - 2022;PREGÃO ELETRÔNICO;
02/04/2019;Encerrada;0008/2018;71/400.799/2017;42471                         ;02º REPETIÇÃO - Contratação de empresa especializada em serviços de manutenção e calibração de equipamentos e instrumentos de laboratório;IMASUL - Inativo - 2022;PREGÃO ELETRÔNICO;
01/04/2019;Encerrada;0002/2019;71/505.529/2018;                              ;AQUISIÇÃO DE TERMÔMETROS DIGITAIS TIPO ESPETO.;IAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
26/03/2019;Encerrada;0002/2019;29/033.070/2018;41466                         ;AQUISIÇÃO DE NOTEBOOK, MICROCOMPUTADOR, PROJETOR MULTIMÍDIA E CÂMERA FOTOGRÁFICA;SED;PREGÃO ELETRÔNICO;
26/03/2019;Encerrada;0002/2019;29/033.070/2018;41467                         ;AQUISIÇÃO DE NOTEBOOK, MICROCOMPUTADOR, PROJETOR MULTIMÍDIA E CÂMERA FOTOGRÁFICA;SED;PREGÃO ELETRÔNICO;
26/03/2019;Encerrada;0001/2019;29/033.068/2018;41424                         ;AQUISIÇÃO DE FRAGMENTADORA DE PAPEL;SED;PREGÃO ELETRÔNICO;
22/03/2019;Encerrada;0178/2018;55/000.638/2018;                              ;Registro de Preços para aquisição de material de higiene e limpeza;SAD - 2022;PREGÃO ELETRÔNICO;
21/03/2019;Encerrada;0101/2018;27/003.902/2018;43976                         ;01º REPETIÇÃO - AQUISIÇÃO DE AGULHAS E SERINGAS ;FESA;PREGÃO ELETRÔNICO;
21/03/2019;Encerrada;0101/2018;27/003.902/2018;43977                         ;01º REPETIÇÃO - AQUISIÇÃO DE AGULHAS E SERINGAS ;FESA;PREGÃO ELETRÔNICO;
20/03/2019;Encerrada;0157/2018;55/000.709/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
20/03/2019;Encerrada;0127/2018;55/000.605/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE KIT MATERIAL DE CONSTRUÇÃO;SAD - 2022;PREGÃO ELETRÔNICO;
14/03/2019;Encerrada;0199/2018;55/000.639/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL PARA HIGIENE E LIMPEZA;SAD - 2022;PREGÃO ELETRÔNICO;
13/03/2019;Suspenso;0166/2018;55/000.765/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE HEMODINÂMICA - II;SAD - 2022;PREGÃO ELETRÔNICO;
13/03/2019;Aguardando abertura;0192/2018;55/000.733/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO CORRELATOS DE HEMODINÂMICA;SAD - 2022;PREGÃO ELETRÔNICO;
12/03/2019;Aguardando abertura;0001/2019;57/500.173/2018;                              ;Execução da obra de reconstrução de 01 (uma) unidade habitacional, localizada na  Quadra: 03, Lote 02, s/n, no loteamento Jardim Europa, município de Deodápolis/MS.;AGEHAB;CONVITE;
12/03/2019;Encerrada;0169/2018;55/000.699/2018;                              ;02º REPETIÇÃO REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;71/000.308/2018;41268                         ;AQUISIÇÃO DE ARMÁRIO DE AÇO;SEMAGRO - Inativo - 2022;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0101/2018;55/000.361/2018;                              ;02º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE UNIFORMES;SAD - 2022;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;41085                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;48563                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;48574                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;52075                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;53513                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;53639                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;53654                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;61470                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0001/2019;27/004.700/2018;62255                         ;CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM ATENDIMENTO DOMICILIAR - AÇÃO JUDICIAL;FESA;PREGÃO ELETRÔNICO;
11/03/2019;Encerrada;0008/2018;15/000.946/2018;                              ;AQUISIÇÃO DE TOLDO DEVIDAMENTE INSTALADO;FUNDE-PGE;PREGÃO ELETRÔNICO;
01/03/2019;Encerrada;0003/2019;55/000.173/2019;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GASES MEDICINAIS COM EQUIPAMENTOS CEDIDOS EM REGIME DE COMODATO;SAD - 2022;PREGÃO ELETRÔNICO;
27/02/2019;Encerrada;0173/2017;55/000.918/2017;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CORRELATOS HOSPITALARES;SAD - 2022;PREGÃO ELETRÔNICO;
21/02/2019;Encerrada;0160/2018;55/000.565/2018;                              ;01º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS DIVERSOS PARA OPERAÇÕES DE SALVAMENTO EM ALTURA;SAD - 2022;PREGÃO ELETRÔNICO;
15/02/2019;Encerrada;0176/2018;55/000.440/2018;                              ;3ª REPETIÇÃO - REGISTRO DE PREÇOS PARA CONTRATAÇÃO DE EMPRESA ESPECIALIZADA EM SERVIÇOS GRÁFICOS;SAD - 2022;PREGÃO ELETRÔNICO;
12/02/2019;Encerrada;0197/2017;55/000.755/2017;                              ;1ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE CORRELATOS HOSPITALARES;SAD - 2022;PREGÃO ELETRÔNICO;
12/02/2019;Encerrada;0030/2018;29/032.583/2018;40855                         ;CONTRATAÇÃO DE EMPRESA PARA FORNECIMENTO DE COFFEE BREAK;SED;PREGÃO ELETRÔNICO;
08/02/2019;Encerrada;0105/2018;55/000.439/2018;                              ;5ª REPETIÇÃO - Registro de preços para aquisição de detergente automotivo, massa de polir, boina para polimento e silicone automotivo;SAD - 2022;PREGÃO ELETRÔNICO;
07/02/2019;Aguardando abertura;0002/2019;55/000.895/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDALHAS;SAD - 2022;PREGÃO ELETRÔNICO;
06/02/2019;Encerrada;0153/2018;55/000.657/2018;                              ;3ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS DE SEGURANÇA E FISCALIZAÇÃO;SAD - 2022;PREGÃO ELETRÔNICO;
05/02/2019;Encerrada;0190/2018;55/000.835/2018;                              ;2ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS - AÇÃO JUDICIAL;SAD - 2022;PREGÃO ELETRÔNICO;
01/02/2019;Encerrada;0164/2018;55/000.703/2018;                              ;1º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEDICAMENTOS;SAD - 2022;PREGÃO ELETRÔNICO;
25/01/2019;Encerrada;0124/2018;55/000.486/2018;                              ;04º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE GÁS A GRANEL;SAD - 2022;PREGÃO ELETRÔNICO;
22/01/2019;Encerrada;0079/2018;55/000.188/2018;                              ;02ª REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE PNEUS;SAD - 2022;PREGÃO ELETRÔNICO;
15/01/2019;Encerrada;0191/2018;55/000.836/2018;                              ;02º REPETIÇÃO - REGISTRO DE PREÇOS PARA LOCAÇÃO DE AERONAVE POR HORA DE VOO;SAD - 2022;PREGÃO ELETRÔNICO;
15/01/2019;Encerrada;0172/2018;55/000.753/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE FARDAMENTO E ACESSÓRIOS MILITARES;SAD - 2022;PREGÃO ELETRÔNICO;
11/01/2019;Encerrada;0201/2018;55/000.779/2018;                              ;Registro de preços para aquisição de Materiais Hidraulicos;SAD - 2022;PREGÃO ELETRÔNICO;
10/01/2019;Encerrada;0196/2018;55/000.780/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL ELÉTRICO;SAD - 2022;PREGÃO ELETRÔNICO;
10/01/2019;Aguardando abertura;001/2014;25/100.131/2014;                              ;Credenciamento de Inst. Financ. para prest. de Serv. de cobrança banc(guias compensáveis) s registro;FUNTRAB - Inativo - 2022;CREDENCIAMENTO;
09/01/2019;Encerrada;0198/2018;55/000.845/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE TENDAS PERSONALIZADAS;SAD - 2022;PREGÃO ELETRÔNICO;
09/01/2019;Encerrada;0197/2018;55/000.647/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAL DE ALVENARIA;SAD - 2022;PREGÃO ELETRÔNICO;
07/01/2019;Aguardando abertura;0193/2018;55/000.857/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MATERIAIS E EQUIPAMENTOS DE INFORMATICA;SAD - 2022;PREGÃO ELETRÔNICO;
07/01/2019;Encerrada;0195/2018;55/000.706/2018;                              ;REGISTRO DE PREÇOS PARA AQUISIÇÃO DE MEIOS DE CULTURA E PAINÉIS PARA IDENTIFICAÇÃO;SAD - 2022;PREGÃO ELETRÔNICO;
07/01/2019;Encerrada;0059/2018;55/000.183/2018;                              ;02º REPETIÇÃO - REGISTRO DE PREÇOS PARA AQUISIÇÃO DE EQUIPAMENTOS DE SEGURANÇA E SAÚDE DO TRABALHO;SAD - 2022;PREGÃO ELETRÔNICO;
